,Judul Berita,Isi Berita,Kelas Berita
74,ICW: Jajaran Menteri Jokowi Tak Patuh Laporkan Harta Kekayaan,"Jakarta, CNN Indonesia -- Indonesia Corruption Watch (ICW) mengatakan para menteri era Presiden Joko WidodoÂ tak patuh dalam melaporkan harta kekayaannya kepada Komisi Pemberantasan Korupsi (KPK). Peneliti ICW Kurnia Ramadhana mengatakan tak ada satu pun menteri yang melaporkan hartanya hingga 31 Maret ini.""Data ini mengecewakan, para menteri tidak patuh lapor LHKPN (Laporan Harta Kekayaan Penyelenggara Negara),"" ucap Kurnia di Kantor ICW, Minggu (14/4).  Data itu diperoleh ICW setelah menelusuri laman ACCH-KPK, e-LHKPN, dan Pantau LHKPN pada 8 April. Hanya satu menteri yakni Mendag Enggartiasto Lukita yang melaporkan hartanya pada 2017. Namun, beberapa menteri seperti Menkeu Sri Mulyani, MenESDM Ignasius Jonan, Menko Polhukan Wiranto, dan Mendes Eko Putro terakhir melaporkan pada 2016.Sebagian besar menteri melaporkan hartanya terakhir pada 2014, tak lama setelah dilantik Presiden Joko Widodo menjadi anak buahnya. Di antaranya Menko PMK Puan Maharani, Mensesneg Pratikno, Mendagri Tjahjo Kumolo, Menlu Retno Marsudi.Beberapa menteri bahkan tercatat tak pernah melaporkan hartanya setelah menjabat, seperti Kepala Bappenas Bambang Brodjonegoro, Menteri Koperasi AAGN Puspayoga, Mensos Agus Gumiwang Kartasasmita, Menhub Budi Karya, dan Menko Kemaritiman Luhut Binsar Pandjaitan. ICWÂ menyatakan undang-undang jelas mengatur pejabat negara wajib melaporkan harta kekayaannya secara berkala setiap tahun paling lambat 31 Maret di tahun berikutnya. Hal itu diatur dalam Undang-Undang 28 Tahun 1999 tentang Penyelenggara Negara yang Bersih dan Bebas dari Korupsi, Kolusi dan Nepotisme dan Undang-Undang Nomor 30 Tahun 2002 tentang Komisi Pemberantasan Tindak Pidana Korupsi.Oleh sebab itu, ia menyuarakan revisi UU Tindak Pidana Korupsi untuk mempertegas sanksi pemidanaan bagi penyelenggara yang tak patuh LHKPN. ""Perlu ada sanksi administrasi tegas misalnya penundaan gaji atau promosi jabatan. Bahkan sanksi pemecatan bagi yang tidak patuh dalam melaporkan LHKPN,"" tuturnya.Sanksi serupa juga bisa diberikan kepada pejabat yang melaporkan LHKPN tapi tidak seluruhnya benar atau menutupi kekayaan sesungguhnya.Secara keseluruhan eksekutif berada di posisi pertama atas kepatuhan LHKPN dengan 75, 11 persen wajib lapor sudah melakukan tugasnya. Posisi kedua diisi MPR dengan 75 persen. Yudikatif menempati posisi ketiga dengan 61,06 persen dan DPR di posisi bontot dengan 56,50 persen.",Positif
75,KPU: Batas penghitungan suara ditambah 12 jam,"Makassar (ANTARA) - Komisi Pemilihan Umum (KPU) menambah batas waktu penghitungan suara selama 12 jam sejak pukul 24.00 hingga 12.00 Wita pada 18 April 2019. Hal ini menyusul kekhawatiran terhadap waktu penghitungan suara yang diperkirakan bisa memakan waktu sampai subuh hari.  ""Sudah ada edaran dari KPU soal juklakÂ (petunjuk pelaksanaan penghitungan suara yang ditambah 12 jam, jadi kalau prosesnya belum selesai bisa diselesaikan sampai jam 12 siang besok,"" kata Komisioner KPU Makassar, Gunawan Mashar, Rabu.  Gunawan menjelaskan, surat edaran terkait juklak penghitungan suara memang baru dilayangkan pihak KPU Sulsel ke KPU kabupaten dan kota, sehingga tidak heran ketika muncul pertanyaan mengenai batas waktu penghitungan surat suara dari para anggota Kelompok Penyelenggara Pemungutan Suara (KPPS).  Apalagi kesalahan teknis bisa saja menjadi pemicu penghitungan suara menjadi terlampau lama. Namun, ini dianggap sesuatu yang lumrah untuk pelaksanaan pemilu raya dengan logistik yang banyak. ""Sangat wajar jika ada persoalan teknis, yang penting tidak mengurangi esensi pemilu.""  Untuk di Makassar, saat ini sudah dipantau dan semuanya berjalan lancar, meski ada beberapa kendala tapi masalahnya bisa diselesaikan. Sekarang dari hasil kunjungan kami di TPS Makassar sudah hampir selesai pleno,"" kata Gunawan.  Berbeda dengan Kota Makassar, kebingungan malah terlihat di antara anggota KPPS di sejumlah TPS di Kabupaten Takalar. Terbukti dari penghitungan pleno C1 yang masih belum selesai hingga menjelang malam.  ""Saya masih keliling, rata-rata di 17 TPS di Desa Palalakkang baru selesai menghitung presiden. Ada juga yang belum rampung karena ada surat suaranya yang tercecer,"" kata Panitia Pemungutan Suara (PPS) Takalar, Mustari.  Diketahui, urutan penghitungan suara dimulai dari presiden, DPR RI, DPD, DPRD provinsi, dan terakhir DPRD kabupaten/kota.  Sampai saat ini, sejumlah TPS di Takalar baru menghitung kotak ke dua untuk DPR RI.*",Positif
76,"Soal Tuduhan Kecurangan Pemilu, Jokowi: Sampaikan Dong, Jangan Cuma Ngomong!","TANGERANG SELATAN â Calon presiden petahana Joko Widodo (Jokowi) meminta agar tudingan-tudingan tentang akan adanya kecurangan dalam penyelenggaraan pemilu serentak pada 17 April mendatang tak asal dilontarkan. Jika memang terdapat kecurangan, dia meminta agar hal tersebut dibuktikan.Jokowi mengungkapkan, proses penyelenggaraan pemilu dilakukan secara bertahap. Mulai dari penghitungan di tempat pemungutan suara masing-masing tempat hingga penghitungan nasional oleh Komisi Pemilihan Umun (KPU). Semuanya dihitung secara manual. âSemuanya dihitung manual, ada bukti, bukti c1-nya ada semuanya kok. Kalau curang, curangnya di mana?â kata Jokowi.Dia menegaskan bahwa pemilu tidak sembarangan diselenggarakan. Seluruh prosesnya, kata dia, dipantau oleh KPU, Badan Pengawas Pemilu (Bawaslu), dan Dewan Kehormatan Penyelenggaraan Pemilu (DKPP). âAda mekanismenya. Kalau curang, curang di mana? Sampaikan dong, jangan cuma ngomong curang cureng curang cureng. Darimana? Tunjukkan,â ujarnya.Jokowi yakin pemilu serentak yang dihelat pada 17 April mendatang berlangsung jujur dan adil. Sebelumnya politikus senior Partai Amanat Nasional (PAN) Amien Rais mengancamÂ  akan mengerahkan massa atau people power jika terjadi kecurangan pemilu. Amien mengatakan lebih baik menempuh cara tersebut daripada harus mengajukan sengketa ke Mahkamah Konstitusi. (MDS01)",Negatif
77,Prabowo Temui Sri Sultan Hamengkubuwono X,"Yogyakarta â Calon presiden 02 Prabowo Subianto menemui Gubernur Daerah Istimewa Yogyakarta Sri Sultan Hamengkubuwono X di Kantor Kepatihan, Yogyakarta, Senin (8/4). Prabowo didampingi sejumlah tokoh antara lain politikus Partai Gerindra Adhyaksa Dault, tokoh PPP Yogyakarta Syukri Fadholi, dan Ketua Badan Pemenangan Nasional (BPN) Prabowo-Sandiaga Uno Djoko Santoso.Prabowo mengungkapkan kedatangannya ke Kantor Kepatihan adalah untuk sowan kepada Sri Sultan Hamengkubuwono X. âIni kunjungan kehormatan, kita sowan, kita minta izin karena saya datang ke daerah beliau. Ya pantasnyalah kita sowan kepada pemimpin daerah,â katanya kepada awak media.Prabowo tak mengungkap secara terperinci tentang topik apa saja yang dibahasnya bersama Sultan Hamengkubuwono. Dia hanya menyebut bahwa Sultan menitipkan pesan tentang kebangsaan kepadanya sebagai calon presiden Indonesia.âAda beberapa titipan beliau. Saya sebagai calon presiden saya kira kita terima. Beliau sangat konsen tentang NKRI, Bhinneka Tunggal Ika, kemandirian bangsa dan lain sebagainya,â ujar Prabowo.Setelah bertemu Sultan Hamengkubuwono, Prabowo segera menghadiri kampanye terbuka di Stadion Kridosono Yogyakarta. Pada kesempatan itu, dia kembali mensosialisasikan visi-misinya jika terpilih sebagai presiden Republik Indonesia. (MDS01)",Positif
78,Ivan Batubara: Positif Kemenangan Jokowi-Ma'ruf diatas 50 persen,"Medan (ANTARA) - Hasil survei hitung cepat pemungutan suara pada Pemilihan Umum (Pemilu) 2019, menunjukkan kemenangan untuk pasangan calon presiden dan wakil presiden (Capres-Cawapres) Joko Widodo dan Ma'ruf Amin.  Keunggulan suara sementara pasangan nomor urut 01 ini menjadi sebuah pencapaian bagi para pendukung maupun tim kampanye Jokowi-Ma'ruf  Demikian disampaikan Ketua Tim Kampanye Sumatera Utara Ivan Batubara dalam konferensi pers yang digelar di Kantor TKD, Jalan Gajah Mada Medan, Rabu.  ""Kemenangan ini merupakan wujud dari ketokohan beliau (Jokowi), baik itu prestasi beliau dan pencapaian selama periode sebelumnya. Dan juga berkat para pendukung dan tim pemenangan Jokowi-Ma'ruf,"" ujarnya  Meskipun hanya perhitungan suara sementara kata Ivan, positif kemenangan Jokowi-Ma'ruf sudah di atas 50 persen  ""Posisi suara di Sumut berdasarkan hasil hitungan yang kami lakukan baik itu secara internal dan juga berkoordinasi dengan berbagai lembaga survei,"" tambahnya.  Hal senada juga disampaikan Ketua DPP Nusantara Jokowi (N4J), Rustam Effendi (RE) Nainggolan.  Rustam mengatakan penyelenggaraan Pemilu 2019 pada hari ini berlangsung dengan sejuk dan tenang.  ""Kita sangat merasakan ketenangan dan kesejukan dalam satu hari, karena masyarakat kita di Sumatera Utara mengutamakan persatuan dan kesatuan,"" tambahnya  Pada sisi lain kata Rustam, segenap perangkat pemilu melaksanakan tugas dengan sungguh-sungguh dan tertib.  Hadir pada konferensi pers tersebut Bendahara Tim Kampanye Sumut Akbar Himawan, dan Pembina Relawan Pengusaha Muda Nasional (Repnas) Bobby Nasution.",Negatif
79,Prabowo Imbau Pendukung Tidak Serang Lawan Politiknya,"JAKARTA â Calon presiden nomor urut 02 Prabowo Subianto meminta para pendukungnya agar tidak menyerang pribadi lawan politiknya. Menurutnya, kendati berpolitik, tapi kesantunan tetap harus diterapkan.âTolong kepada semua pendukung saya, jangan menyerang pribadi seseorang,â ujar prabowo dalam keterangan tertulisnya yang dirilis pada Selasa (26/3).Menurut dia, sesama rakyat Indonesia harus saling menghormati. Sikap saling merangkul dan tidak membenci satu sama lain pun harus selalu ditunjukan. âKita berpolitik secara santun, kita kampanye santun. Kita harus saling menghormati,â ucapnya.Meskipun saat ini sedang maju dalam kontestasi pilpres, Prabowo mengatakan perjuangannya bukan untuk dirinya sendiri ataau pasangannya Sandiaga Uno. Perjuangannya adalah untuk masa depan bangsa Indonesia yang berdaulat, adil, dan makmur.âKami hanya ingin membela rakyat kami, kami ingin bangsa Indonesia menjadi bangsa yang menang, adil, makmur untuk semua,â ujarnya.Sejak Minggu lalu, kedua pasangan capres-cawapres telah diperkenankan untuk melakukan kampanye terbuka. Prabowo memulai kampanye terbukanya di Merauke, Papua. Sementara capres 01 Joko Widodo (Jokowi) membuka kampanye terbuka di Banyuwangi, Jawa Timur. (MDS01)",Positif
80,Ketua TKD Sulsel Diperiksa Terkait Kampanye Jokowi di Makassar,"INIPASTI.COM, MAKASSAR, â Ketua Tim Kampanye Daerah (TKD) Koalisi Indonesia Kerja (KIK) Sulsel, Syamsul Bachri memenuhi panggilan klarifikasi Badan Pengawas Pemilu (Bawaslu) Kota Makassar, Jumat 5 Maret 2019.Pemeriksaan terhadap Syamsul Bachri ini atas dugaan pelanggaran saat kampanye akbar Jokowi di Lapangan Karebosi, 31 Maret lalu. Berdasarkan temuan Bawaslu terdapat tiga dugaan pelanggaran.Pertama melibatkan anak-anak, melibatkan Aparatur Sipil Negara, dan dugaan menggunakan fasilitas negara yakni kendaraan dinas berplat merah yang ditemukan tak jauh dari lokasi kampanye yakni di Jalan Kartini, Makassar.âSaya jelaskan bahwa belum tentu itu adalah kendaraan yang dipakai oleh peserta kampanye. Kami klarifikasi bahwa itu di luar jangkauan kami yang pasti kami sudah ingatkan semua jaringan teman-teman partai, para koordinator yang membawa massa supaya tidak menggunakan fasilitas negara,â kata Syamsul Bachri usai menjalani klarifikasi.Sedangkan temuan dugaan melibatkan anak-anak, kata dia, sejak awal melalui surat edaran pihaknya sudah mewanti-wanti agar anak-anak tidak dilibatkan dalam kampanye tersebut.âKalau ada anak-anak kecil yang lari-lari disitu yang pakai baju kaos 01, kami jelaskan ini semua diluar arena. Bisa jadi mereka datang ke toko-toko (Karebosi Link) dibawa karebosi dia dengar lagu dandut pada keluar sehingga kalau ada pakai baju bisa saja ada yang kasi,â ujar Syamsul.Selain itu, Syamsul Bachri juga panggil terkait melibatkan ASN dan penggunaan fasilitas negara saat pertemuan bersama rektor dan Menteri Ristekdikti, Mohamad Nasir di Center Point Of Indonesia (CPI) jalan metro Tanjung Bunga Makassar beberapa waktu lalu.âSaya jelaskan bahwa acara itu kami tidak tahu, dengan saya diperlihatkan video ada menteri ristek, saya ndak mendengarkan apa yang dibicarakan tapi acara itu di Center Point diduga melibatkan ASN dan menggunakan fasilitas negara dan lain sebagainya. Saya tegaskan acara itu kami tidak ketahui dan tidak ada informasi ke kami sehingga kami tegas bahwa kami tidak bertanggungjawab dengan acara tersebut. Itu diluar agenda TKD,â tegas Syamsul Bachri.(Muh. Seilessy)",Negatif
81,Prabowo ucapkan terima kasih kepada ulama,"Jakarta (ANTARA) - Calon presiden nomor urut 02Â Prabowo Subianto berterima kasih kepada para ulama, partai pendukung dan badan pemenangan nasional (BPN) setelah mengklaimÂ  menang berdasarkan hasil exit poll internal.  ""Terima kasih kepada BPN, terima kasih para ulama yang mendukung kami, semua agama yang mendukung kami, kader-kader partai, PKS, PAN, Berkarya, Demokrat dan paling penting partai emak-emak,"" kata Prabowo dalam konferensi pers di Jalan Kertanegara, Jakarta, Rabu malam.  Prabowo dalam jumpa pers didampingi Ketua Majelis Syuro PKS Salim Segaf Al-jufri, Sekjen PKS Mustafa Kamal, Eggi Sudjana, Yusuf Martak serta Rahmawati Soekarnoputri. Sandiaga Uno tak terlihat dalam jumpa pers itu.  Ia juga mengucapkan terima kasih kepada purnawirawan pejuang di seluruh Indonesia, buruh tani, nelayan, anak-anak muda, guru-guru honorer, dokter, perawat dan bidan yang telah memberikan dukungan kepada dirinya dan Sandiaga.  ""Saudara-saudara sekalian terima kasih perjuangan kita tidak sia-sia. Kita tidak punya uang, kita tidak bayar uang saksi-saksi kita. Tetapi, hanya kebenaran yang menang. Kita percaya dan yakin Tuhan Maha Besar selalu membela yang benar,"" ucap Prabowo.  Prabowo pun meminta kepada para pendukungnya untuk menjaga kemenangan dan ketertiban.  ""Saya minta seluruh pendukung Prabowo-Sandi untuk benar-benar menjaga ketertiban, kedamaian. Jangan terpancing provokasi,"" katanya.  Dalam kesempatan tersebut Prabowo pun sempat sujud syukur menerima kemenangan yang diperoleh. Prabowo mengaku tidak ingin Indonesia terpecah belah.  ""Tidak ingin Indonesia terpecah belah. Kita justru ingin mempersatukan. Saya tegaskan jangan terpancing. Jangan gunakan cara di luar hukum karena kita sudah menang. Rakyat bersama kita,"" ujar Prabowo.  Dikatakan Prabowo, kemenangan yang diperoleh saat ini merupakan kemenangan rakyat. Dirinya pun siap mengemban jabatan menjadi Presiden periode 2019-2024.  ""Kita bagian dari rakyat. Ini kemenangan bagi rakyat Indonesia. Seluruh rakyat Indonesia. Saya akan jadi presiden seluruh rakyat Indonesia. Bagi saudara yang bela 01 tetap kau akan saya bela,"" ujar Prabowo.",Negatif
82,Gerindra Polisikan Allan Nairn Soal Dokumen Siasat Prabowo,"Jakarta, CNN Indonesia -- Wakil Ketua Umum PartaiÂ Gerindra AriefÂ Poyuono akan melaporkan jurnalis independen asal Amerika Serikat Allan NairnÂ ke polisi atas tuduhan menyebarkan berita bohong atau hoaks. Berita bohong yang dimaksud adalah laporan Allan soal strategi Prabowo SubiantoÂ melemahkan lawan-lawan politiknya jika terpilih sebagai presiden pada pilpres 2019 nanti. Allan merilis laporan itu di blog pribadinya, berjudul 'Notulensi Rapat Tertutup Prabowo Subianto dan Tim'.""Besok akan kami laporkan. Kami juga meminta polisi untuk menangkap Allan Nairn yang saat ini ada di Indonesia. Karena sudah bikin hoaks di Indonesia,"" ujar AriefÂ kepada CNNIndonesia.com dikonfirmasi pada Senin (15/4).  Allan dalam laporannya menyebut pada 21 Desember 2018 Prabowo menggelar rapat tertutup di kediamannya, Jalan Kertanegara Nomor 4, Jakarta Selatan, pada malam hari pukul 21.00 hingga 23.15 WIB. Rapat yang dihadiri orang-orang lingkaran Prabowo, termasuk Fadli Zon dan Arief Poyuono itu disebut Allan membahas langkah konkret menghadapi sejumlah isu strategis seperti tuduhan Prabowo-Sandi mendukung khilafah, hingga balas dendam politik terhadap partai yang saat ini berkuasa. Terkait isu khilafah itu, rapat memutuskan menunjuk Mayjen TNI (Purn) Arifin Seman menyusun nama yang cocokÂ untuk menjabat sebagai Kepala Badan Intelijen Negara (BIN). ""Perombakan besar-besaran di tubuh BIN akan mengarah pada agenda penyerangan terhadap lawan politik dan pelumpuhan kelompok HTI, FPI, JAD, dan yang setara dengan itu,"" tulis Allan dalam laporannya. ""Tugas lain dari BIN nanti adalah melemahkan partai koalisi untuk meningkatkan dominasi Gerindra dalam pemerintahan: PKS dan Partai Demokrat akan digembosi habis-habisan melaluiÂ berbagai kasus korupsi lama dan yang baru,"" demikian lanjutan laporan Allan.Sementara terkait balas dendam politik, laporan Allan Nairn menyebut Fadli Zon dan Fahri Hamzah ditugaskan menentukan Jaksa Agung baru. ""Tugas utama Jaksa Agung baru adalah mengadili sebanyak-banyaknya lawan politik dari PDI Perjuangan,Â NasDem, Golkar, PKB, dan PPP,"" tulisan laporan Allan Nairn.Allan mengklaim mendapatkan informasi itu dari pihak intelijen.Â Di sisi lain,Â AriefÂ PoyuonoÂ yang disebut hadir dalam pertemuan itu menyebut laporan Allan NairnÂ tak lebih dari hoaksÂ alias berita bohong.AriefÂ mengaku sempat diwawancara oleh Allan pada 20 Maret 2019. Dalam wawancara itu AriefÂ berkata Allan mengajukan banyak pertanyaan. Salah satunya soal rapat 21 Desember di Kertanegara.""Dia tanya saya 'ikut gak?' Saya bilang enggak, karena memang enggak ada pertemuan 21 Desember itu.Â Kalaupun ada saya pasti ikut karena saya pimpinan dan orang dekat Prabowo,"" ujar Arief.AriefÂ menyebut Allan adalah jurnalis pesanan yang ditugaskan merusak PrabowoÂ SubiantoÂ menjelang hari pemungutan suara 17 April mendatang. AriefÂ bahkan mengklaim memiliki data yang memperkuat tudingan bahwa Allan adalah jurnalis bayaran.Dia memberikan kepada CNNIndonesia.com bukti rekening transfer uangÂ sekitar US$2 juta ke rekening AllanÂ di DBSÂ Bank, Singapura. AriefÂ menyebut uang itu sebagai bayaran kepada Allan untuk membuat kampanye hitam dan fitnah terhadap PrabowoÂ dan TNI.""Dia memang ditugaskan oleh orang yang memesan dia. Oleh lawan politik kami. Orang masih ingat ketika PilkadaÂ Jakarta dia bilang mau ada kudeta TNI, ternyata hoaks. PilkadaÂ berjalan lancar dan damai,"" ujar Arief.Allan sendiri sudah membantah tudingan Arief. Di akunÂ twitternya, @AllanNairn14, AllanÂ menyebut tim PrabowoÂ mengirim ke pers nota palsu bank Singapura berisi transfer duit US$2 juta kepada dirinya.Â ""Saya anggap ini konfirmasi diam-diamÂ Prabowo bahwa laporan itu akurat dan dia berusaha keras untukÂ mendiskreditkannya,"" tulis Allan.",Positif
83,"Ucapkan Ultah ke Titiek, Prabowo Pamer Foto Keluarga","Jakarta, CNN Indonesia -- PrabowoÂ SubiantoÂ mengucapkan selamat ulang tahun kepada Titiek SoehartoÂ atau Siti Hediati Hariyadi lewat akun Instagram miliknya. Ucapan selamat itu ditulisÂ pada akun InstagramÂ calon presiden nomor urut 02 yang diposkan sekitar pukul 22:00 WIB.Â Isi tulisan cukup singkat, ""Selamat Ulang Tahun @titieksoeharto"" sembari memamerkan foto keluarga.Â Dalam foto tampak putera Titiek dan Prabowo tengah mengapit putera mereka, Didit Hediprasetyo.Â Titiek sendiri memang lahir pada 14 April 1959 di Semarang, Jawa Tengah. Ia adalah anak keempat dari Presiden ke-2 RI, Soeharto. Ia menjadi anak keempat dari enam bersaudara.   Ia menikah dengan Prabowo pada 8 Mei 1983 dan beroleh satu orang putera, Didit. Ia disekolahkan di Boston dan menjadi perancang fesyen dan desain interior mobil. Keduanya bercerai pada 1998 setelah ayahnya menyerahkan kekuasaan pasca serangkaian demonstrasi dan kekerasan. Ketika Prabowo mencalonkan sebagai presiden pada 2014, Titiek tampak mendampingi. Namun, mereka menolak komentar yang menyebut kalau keduanya akan rujuk kembali. Dalam berbagai kesempatan di debat Pemilu 2019, Titiek juga tampak menghadiri acara sebagai perwakilan partai koalisi. Saat ini Titiek bergabung dengan Partai Berkarya yang didirikan Tommy, adiknnya.",Negatif
84,PDIP klaim Jokowi-Amin unggul 71 persen di Surabaya,"Surabaya (ANTARA) - DPC Partai Demokrasi Indonesia Perjuangan mengklaim pasangan Capres dan Cawapres, Joko Widodo dan Ma'ruf Amin unggul 71 persen atas pasangan Prabowo dan Sandi dalam Pilpres 2019 yang digelar di Kota Surabaya, Jawa Timur, Rabu.  ""Animo warga Surabaya memilih Jokowi-Amin cukup tinggi,"" kata Whisnu kepada wartawan di Surabaya.  Untuk itu, lanjut dia, Whisnu Sakti Buana yang juga Wakil Wali Kota Surabaya ini menyampaikan ucapan terima kasih kepada warga Surabaya yang telah menggunakan hak pilihnya di Pemilu 2019.  ""Kami sangat bangga dan salut kepada warga Surabaya. Pemilu di Surabaya juga cukup aman dan kondusif,"" ujarnya.  Menurut dia, kemenangan Jokowi-Amin didapat dari perhitungan ""real count"" dengan suara masuk sekira 51 persen. ""Skor untuk Jokowi-Amin sebesar 71 persen dan Prabowo-Sandi 29 persen,"" katanya.  Untuk itu, Whisnu berharap perolehan suara PDI Perjuangan di Kota Surabaya juga besar di atas 70 persen dan bisa mengikuti perolehan suara Jokowi-Amin.  ""Tetapi itu masih belum bisa terlihat karena sampai detik ini baru 10 persen suara yang masuk. Kita tunggu saja,"" katanya.  Sementara itu, informasi yang diperoleh Antara dari Desk Pemilu di Kota Surabaya menyebutkan bahwa perolehan suara pasangan Jokowi Amin sebesar 71,83 persen dan Prabowo-Sandi 28,17 persen. Perhitungan suara tersebut berdasarkan data yang sudah masuk sekitar 4.400 TPS atau 54 persen.",Negatif
85,Rhoma Irama Ajak Masyarakat Tak Golput dan Pilih Prabowo,"Liputan6.com, Jakarta - Kampanye akbar calon presiden nomor urut 02 Prabowo Subianto di lapangan Benteng Kuto Besak, Palembang dihadiri ribuan masyarakat dari penjuru Sumatera Selatan. Kampanye ini dihibur oleh grup musik Soneta pimpinan Rhoma Irama serta grup gambus Nissa Sabyan. Rhoma berpesan kepada masyarakat agar menjaga persatuan dan kesatuan jelang pemilu. Sang raja dangdut itu juga mengajak masyarakat Sumsel untuk menangkan Prabowo-Sandiaga di Pilpres 17 April 2019. ""Jangan golput. Diperlukan ukhuwah Islamiyah untuk memenangkan Prabowo-Sandi. Jangan tercerai berai, kita harus tingkatkan persatuan,"" kata Rhoma di lokasi, Rabu (9/4). Selain dihibur para artis, tim pemenangan nasional Prabowo-Sandi juga diberikan kesempatan untuk menyampaikan orasi. Berturut-turut berorasi di atas panggung, Sekretaris Jenderal Partai Keadilan Sejahtera (PKS) Mustafa Kamal serta Direktur Relawan Badan Pemenangan Nasional (BPN) Prabowo- Sandiaga, Ferry Mursyidan Baldan. Mustafa mengatakan, Prabowo-Sandiaga adalah paslon yang didukung oleh para ulama dan kiai. Keduanya juga berkomitmen untuk menjaga NKRI. Mustafa memastikan, saat mendapatkan mandat dari rakyat pada pilpres nanti, Prabowo-Sandiaga tidak akan meninggalkan rakyat. ""Pak Prabowo dan Pak Sandi mengabdikan dirinya untuk rakyat. Mari bersama-sama kawal kemenangan Prabowo-Sandi pada 17 April nanti,"" ucap Wakil Ketua BPN itu. Reporter: Muhammad Genantan Saputra",Negatif
86,Prabowo Muak dengan Elite di Jakarta: Mereka Adalah Bajingan-Bajingan,"Liputan6.com, Yogyakarta - Calon Presiden Prabowo Subianto membuka pidato kebangsaannya di Stadion Kridosono Yogyakarta dengan mengutip pidato Soekarno di depan pengadilan Belanda pada 1930. Bunyinya, pergerakan, pemberontakan dan lain sebagainya lahir bukan karena hasutan kaum intelektual, pergerakan lahir karena alamiah, karena penderitaan rakyat yang tak tertahankan. ""Saudara ke sini karena paham negara tidak sedang benar. Negara ini sedang sakit. Telah terjadi ketidakadilan yang sangat parah di Republik ini. Ini bukan Republik yang diperjuangkan Soekarno, Ahmad Dahlan, Hasyim Asyari,"" ujar Prabowo dengan berapi-api, Senin (8/4/2019). Menurut Prabowo, ibu pertiwi sedang diperkosa dan hak rakyat diinjak-injak. Segelintir elite di Jakarta seenaknya saja merusak negara ini. ""Saya boleh bicara agak keras mereka siapa? Mereka adalah bajingan-bajingan,"" ucap dia. Prabowo mengaku muak dengan elite di Jakarta. BUMN kebanggaan negeri dan milik rakyat seperti Garuda, Pertamina, dan PLN dirampok. ""Nanti mereka tanya, mana buktinya? Buktinya ada di BPK, BPK ada belasan ribu temuan tidak ada tindak lanjut. Mana buktinya?,"" tuturnya. Dia meminta polisi dan tentara sebagai polisi dan tentara milik rakyat jangan membela antek-antek asing. Prabowo mengatakan pada 17 April mendatang menjadi kesempatan untuk menjadi bagian dari sejarah. ""Mencoblos 02 untuk menyelamatkan anak-anak dan cucu-cucumu. Kau pemuda mencoblos 02 untuk orangtuamu supaya orangtuamu tidak lagi dalam kesulitan,"" kata Prabowo.",Negatif
87,"Jokowi peroleh suara 57,97 persen di Lampung","Bandarlampung (ANTARA) - Pasangan calon nomor urut 01, Joko Widodo-Ma'ruf Amin memperoleh hasil suara Pemilihan Presiden (Pilpres) sebesar 57,97 persen berdasarkan hasil hitung cepat Rakata Institute.  ""Sementara paslon Prabowo-Sandiaga Uno memperoleh suara sebesar 42,03 persen,"" kata Direktur Rakata Institute, Eko Kuswanto di Bandarlampung, Rabu malam.  Eko melanjutkan perolehan suara yang masuk tersebut masih bersifat sementara. Perolehan suara Jokowi-Ma'ruf Amin berdasarkan dari data yang masuk sebesar 80,83 persen dengan jumlah partisipasi sebesar 82,88 persen.  ""Perhitungan tersebut dengan tingkat ketepatan 99 persen dengan toleransi kesalahan sebesar 1,05 persen,"" katanya.  Dia menambahkan perolehan suara atas paslon 01 berada di 11 kabupaten yakni, Lampung Selatan, Metro, Pringsewu, Pesisir Barat, Lampung Barat, Way Kanan, Tulang Bawang, Tulangbawang Barat, Mesuji, Lampung Tengah, dan Lampung Timur.  ""Sementara paslon 02 memperoleh suara di Bandarlampung, Tanggamus, dan Lampung Utara,"" kata dia menerangkan.  Komisi Pemilihan Umum (KPU) Provinsi Lampung mencatat jumlah pemilih pada Pemilihan Umum (Pemilu) 2019 di Provinsi Lampung sebanyak 6.074.137 Daftar Pemilihan Tetap (DPT) diantaranya 3.101.750 pemilih laki-laki dan 2.972.387 pemilih perempuan.  Pemilihan Presiden (Pilpres) tahun 2019 ini diikuti oleh dua kandidat Pasangan Calon (Paslon) nomor urut 01 Joko Widodo-Ma'ruf Amin dan Paslon nomor urilut 02 Prabowo-Sandiaga Uno.  Untuk jumlah calon legislatif (caleg) daerah pemilihan (Dapil) anggota Dewan Perwakilan Rakyat Daerah (DPRD) Provinsi Lampung dalam Pemilu tahun 2019 mencapai sebanyak 969 calon.  Sementara itu untuk jumlah caleg dalam pemilihan anggota Dewan Perwakilan Rakyat (DPR) RI di Lampung mencapai sebanyak 278 calon dan jumlah angota Dewan Perwakilan Daerah (DPD) RI mencapai sebanyak 25 calon.",Positif
